chapter,code,description
48,4804299000-90-00,Other
48,480431**00-**-00,Kraft electro-technical insulating paper
48,4804315*00-5*-00,Kraft electro-technical insulating paper
48,4804315100-51-00,Kraft electro-technical insulating paper
48,4804315800-58-00,Other
48,4804318000-80-00,Other
48,480439**00-**-00,Bleached uniformly throughout the mass
48,4804395*00-5*-00,Bleached uniformly throughout the mass
48,4804395100-51-00,Bleached uniformly throughout the mass
48,4804395800-58-00,Other
48,4804398000-80-00,Other
48,480441**00-**-00,Saturating kraft
48,4804419*00-9*-00,Saturating kraft
48,4804419100-91-00,Saturating kraft
48,4804419800-98-00,Other
48,4804420000-00-00,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process
48,4804490000-00-00,Other
48,4804510000-00-00,Unbleached
48,4804520000-00-00,Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process
48,480459**00-**-00,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
48,4804591000-10-00,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process
48,4804599000-90-00,Other
48,4805110000-00-00,Semi-chemical fluting paper
48,4805120000-00-00,Straw fluting paper
48,480519**00-**-00,Wellenstoff
48,4805191000-10-00,Wellenstoff
48,4805199000-90-00,Other
48,4805240000-00-00,Weighing 150 g/mý or less
48,4805250000-00-00,Weighing more than 150 g/mý
48,4805300000-00-00,Sulphite wrapping paper
48,4805400000-00-00,Filter paper and paperboard
48,4805500000-00-00,Felt paper and paperboard
48,4805910000-00-00,Weighing 150 g/mý or less
48,4805920000-00-00,Weighing more than 150 g/mý but less than 225 g/mý
48,480593**00-**-00,Made from recovered paper
48,4805932000-20-00,Made from recovered paper
48,4805938000-80-00,Other
48,4806100000-00-00,Vegetable parchment
48,4806200000-00-00,Greaseproof papers
48,4806300000-00-00,Tracing papers
48,480640**00-**-00,Glassine papers
48,4806401000-10-00,Glassine papers
48,4806409000-90-00,Other
48,480700**00-**-00,"Made from recovered paper, whether or not covered with paper"
48,4807003000-30-00,"Made from recovered paper, whether or not covered with paper"
48,4807008000-80-00,Other
48,4808100000-00-00,"Corrugated paper and paperboard, whether or not perforated"
48,4808400000-00-00,"Kraft paper, creped or crinkled, whether or not embossed or perforated"
48,4808900000-00-00,Other
48,4809200000-00-00,Self-copy paper
48,4809900000-00-00,Other
48,4810130000-00-00,In rolls
48,4810140000-00-00,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state
48,4810190000-00-00,Other
48,4810220000-00-00,Lightweight coated paper
48,481029**00-**-00,In rolls
48,4810293000-30-00,In rolls
48,4810298000-80-00,Other
48,4810310000-00-00,"Bleached uniformly throughout the mass and of which more than 95 % by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150 g/mý or less"
48,481032**00-**-00,Coated with kaolin
48,4810321000-10-00,Coated with kaolin
48,4810329000-90-00,Other
48,4810390000-00-00,Other
48,481092**00-**-00,Each layer bleached
48,4810921000-10-00,Each layer bleached
48,4810923000-30-00,With only one outer layer bleached
48,4810929000-90-00,Other
48,481099**00-**-00,"Bleached paper and paperboard, coated with kaolin"
48,4810991000-10-00,"Bleached paper and paperboard, coated with kaolin"
48,4810998000-80-00,Other
48,4811100000-00-00,"Tarred, bituminised or asphalted paper and paperboard"
48,481141**00-**-00,"Of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber"
48,4811412000-20-00,"Of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber"
48,4811419000-90-00,Other
48,4811490000-00-00,Other
48,4811510000-00-00,"Bleached, weighing more than 150 g/mý"
48,4811590000-00-00,Other
48,4811600000-00-00,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol"
48,4811900000-00-00,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres"
48,4812000000-00-00,"Filter blocks, slabs and plates, of paper pulp"
48,4813100000-00-00,In the form of booklets or tubes
48,4813200000-00-00,In rolls of a width not exceeding 5 cm
48,481390**00-**-00,In rolls of a width exceeding 5 cm but not exceeding 15 cm
48,4813901000-10-00,In rolls of a width exceeding 5 cm but not exceeding 15 cm
48,4813909000-90-00,Other
48,4814200000-00-00,"Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
48,481490**00-**-00,"Wallpaper and similar wallcoverings, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated paper, coated or covered with transparent protective plastics"
48,4814901000-10-00,"Wallpaper and similar wallcoverings, consisting of grained, embossed, surface-coloured, design-printed or otherwise surface-decorated paper, coated or covered with transparent protective plastics"
48,4814907000-70-00,Other
48,4816200000-00-00,Self-copy paper
48,4816900000-00-00,Other
48,4817100000-00-00,Envelopes
48,4817200000-00-00,"Letter cards, plain postcards and correspondence cards"
48,4817300000-00-00,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery"
48,481810**00-**-00,"Weighing, per ply, 25 g/mý or less"
48,4818101000-10-00,"Weighing, per ply, 25 g/mý or less"
48,4818109000-90-00,"Weighing, per ply, more than 25 g/mý"
48,481820**00-**-00,Handkerchiefs and cleansing or facial tissues
48,4818201000-10-00,Handkerchiefs and cleansing or facial tissues
48,4818209*00-9*-00,In rolls
48,4818209100-91-00,In rolls
48,4818209900-99-00,Other
48,4818300000-00-00,Tablecloths and serviettes
48,4818500000-00-00,Articles of apparel and clothing accessories
48,481890**00-**-00,"Articles of a kind used for surgical, medical or hygienic purposes, not put up for retail sale"
48,4818901000-10-00,"Articles of a kind used for surgical, medical or hygienic purposes, not put up for retail sale"
48,4818909000-90-00,Other
48,4819100000-00-00,"Cartons, boxes and cases, of corrugated paper or paperboard"
48,4819200000-00-00,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard"
48,4819300000-00-00,"Sacks and bags, having a base of a width of 40 cm or more"
48,4819400000-00-00,"Other sacks and bags, including cones"
48,4819500000-00-00,"Other packing containers, including record sleeves"
48,4819600000-00-00,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like"
48,482010**00-**-00,"Registers, account books, order books and receipt books"
48,4820101000-10-00,"Registers, account books, order books and receipt books"
48,4820103000-30-00,"Notebooks, letter pads and memorandum pads"
48,4820105000-50-00,Diaries
48,4820109000-90-00,Other
48,4820200000-00-00,Exercise books
48,4820300000-00-00,"Binders (other than book covers), folders and file covers"
48,4820400000-00-00,Manifold business forms and interleaved carbon sets
48,4820500000-00-00,Albums for samples or for collections
48,4820900000-00-00,Other
48,482110**00-**-00,Self-adhesive
48,4821101000-10-00,Self-adhesive
48,4821109000-90-00,Other
48,482190**00-**-00,Self-adhesive
48,4821901000-10-00,Self-adhesive
48,4821909000-90-00,Other
48,4822100000-00-00,Of a kind used for winding textile yarn
48,4822900000-00-00,Other
48,4823200000-00-00,Filter paper and paperboard
48,4823400000-00-00,"Rolls, sheets and dials, printed for self-recording apparatus"
48,4823610000-00-00,Of bamboo
48,482369**00-**-00,"Trays, dishes and plates"
48,4823691000-10-00,"Trays, dishes and plates"
48,4823699000-90-00,Other
48,482370**00-**-00,Moulded trays and boxes for packing eggs
48,4823701000-10-00,Moulded trays and boxes for packing eggs
48,4823709000-90-00,Other
48,482390**00-**-00,"Paper and paperboard, of a kind used for writing, printing or other graphic purposes"
48,4823904000-40-00,"Paper and paperboard, of a kind used for writing, printing or other graphic purposes"
48,4823908*00-8*-00,Other
48,4823908500-85-00,Other
49,4901100000-00-00,"In single sheets, whether or not folded"
49,4901910000-00-00,"Dictionaries and encyclopaedias, and serial instalments thereof"
49,4901990000-00-00,Other
49,4902100000-00-00,Appearing at least four times a week
49,4902900000-00-00,Other
49,4903000000-00-00,"Children's picture, drawing or colouring books"
49,4904000000-00-00,"Music, printed or in manuscript, whether or not bound or illustrated"
49,4905100000-00-00,Globes
49,4905910000-00-00,In book form
49,4905990000-00-00,Other
49,4906000000-00-00,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
49,490700**00-**-00,"Postage, revenue and similar stamps"
49,4907001000-10-00,"Postage, revenue and similar stamps"
49,4907003000-30-00,Banknotes
49,4907009000-90-00,Other
49,4908100000-00-00,"Transfers (decalcomanias), vitrifiable"
49,4908900000-00-00,Other
49,4909000000-00-00,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
49,4910000000-00-00,"Calendars of any kind, printed, including calendar blocks"
49,491110**00-**-00,Commercial catalogues
49,4911101000-10-00,Commercial catalogues
49,4911109000-90-00,Other
49,4911910000-00-00,"Pictures, designs and photographs"
49,4911990000-00-00,Other
50,5001000000-00-00,Silkworm cocoons suitable for reeling
50,5002000000-00-00,Raw silk (not thrown)
50,5003000000-00-00,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)"
50,500400**00-**-00,"Unbleached, scoured or bleached"
50,5004001000-10-00,"Unbleached, scoured or bleached"
50,5004009000-90-00,Other
50,500500**00-**-00,"Unbleached, scoured or bleached"
50,5005001000-10-00,"Unbleached, scoured or bleached"
50,5005009000-90-00,Other
50,500600**00-**-00,Silk yarn
50,5006001000-10-00,Silk yarn
50,5006009000-90-00,Yarn spun from noil or other silk waste; silkworm gut
50,5007100000-00-00,Fabrics of noil silk
50,500720**00-**-00,"Unbleached, scoured or bleached"
50,5007201*00-1*-00,"Unbleached, scoured or bleached"
50,5007201100-11-00,"Unbleached, scoured or bleached"
50,5007201900-19-00,Other
50,5007202*00-2*-00,"Plain-woven, unbleached or not further processed than scoured"
50,5007202100-21-00,"Plain-woven, unbleached or not further processed than scoured"
50,5007203*00-3*-00,Plain-woven
50,5007203100-31-00,Plain-woven
50,5007203900-39-00,Other
50,5007204*00-4*-00,Diaphanous fabrics (open weave)
50,5007204100-41-00,Diaphanous fabrics (open weave)
50,5007205*00-5*-00,"Unbleached, scoured or bleached"
50,5007205100-51-00,"Unbleached, scoured or bleached"
50,5007205900-59-00,Dyed
50,5007206*00-6*-00,Of a width exceeding 57 cm but not exceeding 75 cm
50,5007206100-61-00,Of a width exceeding 57 cm but not exceeding 75 cm
50,5007206900-69-00,Other
50,5007207*00-7*-00,Printed
50,5007207100-71-00,Printed
50,500790**00-**-00,"Unbleached, scoured or bleached"
50,5007901000-10-00,"Unbleached, scoured or bleached"
50,5007903000-30-00,Dyed
50,5007905000-50-00,Of yarns of different colours
50,5007909000-90-00,Printed
51,5101110000-00-00,Shorn wool
51,5101190000-00-00,Other
51,5101210000-00-00,Shorn wool
51,5101290000-00-00,Other
51,5101300000-00-00,Carbonised
51,5102110000-00-00,Of Kashmir (cashmere) goats
51,510219**00-**-00,Of angora rabbit
51,5102191000-10-00,Of angora rabbit
51,5102193000-30-00,"Of alpaca, llama or vicuna"
51,5102194000-40-00,"Of camel (including dromedary) or yak, or of angora, Tibetan or similar goats"
51,5102199000-90-00,"Of rabbit (other than angora rabbit), hare, beaver, nutria or muskrat"
51,5102200000-00-00,Coarse animal hair
51,510310**00-**-00,Not carbonised
51,5103101000-10-00,Not carbonised
51,5103109000-90-00,Carbonised
51,5103200000-00-00,Other waste of wool or of fine animal hair
51,5103300000-00-00,Waste of coarse animal hair
51,5104000000-00-00,Garnetted stock of wool or of fine or coarse animal hair
51,5105100000-00-00,Carded wool
51,5105210000-00-00,Combed wool in fragments
51,5105290000-00-00,Other
51,5105310000-00-00,Of Kashmir (cashmere) goats
51,5105390000-00-00,Other
51,5105400000-00-00,"Coarse animal hair, carded or combed"
51,510610**00-**-00,Unbleached
51,5106101000-10-00,Unbleached
51,5106109000-90-00,Other
51,510620**00-**-00,Containing 85 % or more by weight of wool and fine animal hair
51,5106201000-10-00,Containing 85 % or more by weight of wool and fine animal hair
51,5106209*00-9*-00,Unbleached
51,5106209100-91-00,Unbleached
51,5106209900-99-00,Other
51,510710**00-**-00,Unbleached
51,5107101000-10-00,Unbleached
51,5107109000-90-00,Other
51,510720**00-**-00,Unbleached
51,5107201000-10-00,Unbleached
51,5107203000-30-00,Other
51,5107205*00-5*-00,Unbleached
51,5107205100-51-00,Unbleached
51,5107205900-59-00,Other
51,5107209*00-9*-00,Unbleached
51,5107209100-91-00,Unbleached
51,5107209900-99-00,Other
51,510810**00-**-00,Unbleached
51,5108101000-10-00,Unbleached
51,5108109000-90-00,Other
51,510820**00-**-00,Unbleached
51,5108201000-10-00,Unbleached
51,5108209000-90-00,Other
51,510910**00-**-00,"In balls, hanks or skeins, of a weight exceeding 125 g but not exceeding 500 g"
51,5109101000-10-00,"In balls, hanks or skeins, of a weight exceeding 125 g but not exceeding 500 g"
51,5109109000-90-00,Other
51,5109900000-00-00,Other
51,5110000000-00-00,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale"
51,5111110000-00-00,Of a weight not exceeding 300 g/mý
51,5111190000-00-00,Other
51,5111200000-00-00,"Other, mixed mainly or solely with man-made filaments"
51,511130**00-**-00,Of a weight not exceeding 300 g/mý
51,5111301000-10-00,Of a weight not exceeding 300 g/mý
51,5111308000-80-00,Of a weight exceeding 300 g/mý
51,511190**00-**-00,Containing a total of more than 10 % by weight of textile materials of Chapter 50
51,5111901000-10-00,Containing a total of more than 10 % by weight of textile materials of Chapter 50
51,5111909*00-9*-00,Of a weight not exceeding 300 g/mý
51,5111909100-91-00,Of a weight not exceeding 300 g/mý
51,5111909800-98-00,Of a weight exceeding 300 g/mý
51,5112110000-00-00,Of a weight not exceeding 200 g/mý
51,5112190000-00-00,Other
51,5112200000-00-00,"Other, mixed mainly or solely with man-made filaments"
51,511230**00-**-00,Of a weight not exceeding 200 g/mý
51,5112301000-10-00,Of a weight not exceeding 200 g/mý
51,5112308000-80-00,Of a weight exceeding 200 g/mý
51,511290**00-**-00,Containing a total of more than 10 % by weight of textile materials of Chapter 50
51,5112901000-10-00,Containing a total of more than 10 % by weight of textile materials of Chapter 50
51,5112909*00-9*-00,Of a weight not exceeding 200 g/mý
51,5112909100-91-00,Of a weight not exceeding 200 g/mý
51,5112909800-98-00,Of a weight exceeding 200 g/mý
51,5113000000-00-00,Woven fabrics of coarse animal hair or of horsehair
52,520100**00-**-00,Rendered absorbent or bleached
52,5201001000-10-00,Rendered absorbent or bleached
52,5201009000-90-00,Other
52,5202100000-00-00,Yarn waste (including thread waste)
52,5202910000-00-00,Garnetted stock
52,5202990000-00-00,Other
52,5203000000-00-00,"Cotton, carded or combed"
52,5204110000-00-00,Containing 85 % or more by weight of cotton
52,5204190000-00-00,Other
52,5204200000-00-00,Put up for retail sale
52,5205110000-00-00,"Measuring 714,29 decitex or more (not exceeding 14 metric number)"
52,5205120000-00-00,"Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
52,5205130000-00-00,"Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
52,5205140000-00-00,"Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
52,520515**00-**-00,"Measuring less than 125 decitex but not less than 83,33 decitex (exceeding 80 metric number but not exceeding 120 metric number)"
52,5205151000-10-00,"Measuring less than 125 decitex but not less than 83,33 decitex (exceeding 80 metric number but not exceeding 120 metric number)"
52,5205159000-90-00,"Measuring less than 83,33 decitex (exceeding 120 metric number)"
52,5205210000-00-00,"Measuring 714,29 decitex or more (not exceeding 14 metric number)"
52,5205220000-00-00,"Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
52,5205230000-00-00,"Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
52,5205240000-00-00,"Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
52,5205260000-00-00,"Measuring less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number)"
52,5205270000-00-00,"Measuring less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number)"
52,5205280000-00-00,"Measuring less than 83,33 decitex (exceeding 120 metric number)"
52,5205310000-00-00,"Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)"
52,5205320000-00-00,"Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
52,5205330000-00-00,"Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
52,5205340000-00-00,"Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
52,5205350000-00-00,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
52,5205410000-00-00,"Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)"
52,5205420000-00-00,"Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
52,5205430000-00-00,"Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
52,5205440000-00-00,"Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
52,5205460000-00-00,"Measuring per single yarn less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)"
52,5205470000-00-00,"Measuring per single yarn less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)"
52,5205480000-00-00,"Measuring per single yarn less than 83,33 decitex (exceeding 120 metric number per single yarn)"
52,5206110000-00-00,"Measuring 714,29 decitex or more (not exceeding 14 metric number)"
52,5206120000-00-00,"Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
52,5206130000-00-00,"Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
52,5206140000-00-00,"Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
52,5206150000-00-00,Measuring less than 125 decitex (exceeding 80 metric number)
52,5206210000-00-00,"Measuring 714,29 decitex or more (not exceeding 14 metric number)"
52,5206220000-00-00,"Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
52,5206230000-00-00,"Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
52,5206240000-00-00,"Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
52,5206250000-00-00,Measuring less than 125 decitex (exceeding 80 metric number)
52,5206310000-00-00,"Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)"
52,5206320000-00-00,"Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
52,5206330000-00-00,"Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
52,5206340000-00-00,"Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
52,5206350000-00-00,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
52,5206410000-00-00,"Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)"
52,5206420000-00-00,"Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)"
52,5206430000-00-00,"Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)"
52,5206440000-00-00,"Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)"
52,5206450000-00-00,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
52,5207100000-00-00,Containing 85 % or more by weight of cotton
52,5207900000-00-00,Other
52,520811**00-**-00,"Fabrics for the manufacture of bandages, dressings and medical gauzes"
52,5208111000-10-00,"Fabrics for the manufacture of bandages, dressings and medical gauzes"
52,5208119000-90-00,Other
52,520812**00-**-00,Not exceeding 165 cm
52,5208121*00-1*-00,Not exceeding 165 cm
52,5208121600-16-00,Not exceeding 165 cm
52,5208121900-19-00,Exceeding 165 cm
52,5208129*00-9*-00,Not exceeding 165 cm
52,5208129600-96-00,Not exceeding 165 cm
52,5208129900-99-00,Exceeding 165 cm
52,5208130000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5208190000-00-00,Other fabrics
52,520821**00-**-00,"Fabrics for the manufacture of bandages, dressings and medical gauzes"
52,5208211000-10-00,"Fabrics for the manufacture of bandages, dressings and medical gauzes"
52,5208219000-90-00,Other
52,520822**00-**-00,Not exceeding 165 cm
52,5208221*00-1*-00,Not exceeding 165 cm
52,5208221600-16-00,Not exceeding 165 cm
52,5208221900-19-00,Exceeding 165 cm
52,5208229*00-9*-00,Not exceeding 165 cm
52,5208229600-96-00,Not exceeding 165 cm
52,5208229900-99-00,Exceeding 165 cm
52,5208230000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5208290000-00-00,Other fabrics
52,5208310000-00-00,"Plain weave, weighing not more than 100 g/mý"
52,520832**00-**-00,Not exceeding 165 cm
52,5208321*00-1*-00,Not exceeding 165 cm
52,5208321600-16-00,Not exceeding 165 cm
52,5208321900-19-00,Exceeding 165 cm
52,5208329*00-9*-00,Not exceeding 165 cm
52,5208329600-96-00,Not exceeding 165 cm
52,5208329900-99-00,Exceeding 165 cm
52,5208330000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5208390000-00-00,Other fabrics
52,5208410000-00-00,"Plain weave, weighing not more than 100 g/mý"
52,5208420000-00-00,"Plain weave, weighing more than 100 g/mý"
52,5208430000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5208490000-00-00,Other fabrics
52,5208510000-00-00,"Plain weave, weighing not more than 100 g/mý"
52,5208520000-00-00,"Plain weave, weighing more than 100 g/mý"
52,520859**00-**-00,"3-thread or 4-thread twill, including cross twill"
52,5208591000-10-00,"3-thread or 4-thread twill, including cross twill"
52,5208599000-90-00,Other
52,5209110000-00-00,Plain weave
52,5209120000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5209190000-00-00,Other fabrics
52,5209210000-00-00,Plain weave
52,5209220000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5209290000-00-00,Other fabrics
52,5209310000-00-00,Plain weave
52,5209320000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5209390000-00-00,Other fabrics
52,5209410000-00-00,Plain weave
52,5209420000-00-00,Denim
52,5209430000-00-00,"Other fabrics of 3-thread or 4-thread twill, including cross twill"
52,5209490000-00-00,Other fabrics
52,5209510000-00-00,Plain weave
52,5209520000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5209590000-00-00,Other fabrics
52,5210110000-00-00,Plain weave
52,5210190000-00-00,Other fabrics
52,5210210000-00-00,Plain weave
52,5210290000-00-00,Other fabrics
52,5210310000-00-00,Plain weave
52,5210320000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5210390000-00-00,Other fabrics
52,5210410000-00-00,Plain weave
52,5210490000-00-00,Other fabrics
52,5210510000-00-00,Plain weave
52,5210590000-00-00,Other fabrics
52,5211110000-00-00,Plain weave
52,5211120000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5211190000-00-00,Other fabrics
52,5211200000-00-00,Bleached
52,5211310000-00-00,Plain weave
52,5211320000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5211390000-00-00,Other fabrics
52,5211410000-00-00,Plain weave
52,5211420000-00-00,Denim
52,5211430000-00-00,"Other fabrics of 3-thread or 4-thread twill, including cross twill"
52,521149**00-**-00,Jacquard fabrics
52,5211491000-10-00,Jacquard fabrics
52,5211499000-90-00,Other
52,5211510000-00-00,Plain weave
52,5211520000-00-00,"3-thread or 4-thread twill, including cross twill"
52,5211590000-00-00,Other fabrics
52,521211**00-**-00,Mixed mainly or solely with flax
52,5212111000-10-00,Mixed mainly or solely with flax
52,5212119000-90-00,Otherwise mixed
52,521212**00-**-00,Mixed mainly or solely with flax
52,5212121000-10-00,Mixed mainly or solely with flax
52,5212129000-90-00,Otherwise mixed
52,521213**00-**-00,Mixed mainly or solely with flax
52,5212131000-10-00,Mixed mainly or solely with flax
52,5212139000-90-00,Otherwise mixed
52,521214**00-**-00,Mixed mainly or solely with flax
52,5212141000-10-00,Mixed mainly or solely with flax
52,5212149000-90-00,Otherwise mixed
52,521215**00-**-00,Mixed mainly or solely with flax
52,5212151000-10-00,Mixed mainly or solely with flax
52,5212159000-90-00,Otherwise mixed
52,521221**00-**-00,Mixed mainly or solely with flax
52,5212211000-10-00,Mixed mainly or solely with flax
52,5212219000-90-00,Otherwise mixed
52,521222**00-**-00,Mixed mainly or solely with flax
52,5212221000-10-00,Mixed mainly or solely with flax
52,5212229000-90-00,Otherwise mixed
52,521223**00-**-00,Mixed mainly or solely with flax
52,5212231000-10-00,Mixed mainly or solely with flax
52,5212239000-90-00,Otherwise mixed
52,521224**00-**-00,Mixed mainly or solely with flax
52,5212241000-10-00,Mixed mainly or solely with flax
52,5212249000-90-00,Otherwise mixed
52,521225**00-**-00,Mixed mainly or solely with flax
52,5212251000-10-00,Mixed mainly or solely with flax
52,5212259000-90-00,Otherwise mixed
53,5301100000-00-00,"Flax, raw or retted"
53,5301210000-00-00,Broken or scutched
53,5301290000-00-00,Other
53,5301300000-00-00,Flax tow and waste
53,5302100000-00-00,"True hemp, raw or retted"
53,5302900000-00-00,Other
53,5303100000-00-00,"Jute and other textile bast fibres, raw or retted"
53,5303900000-00-00,Other
53,5305000000-00-00,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
53,530610**00-**-00,"Measuring 833,3 decitex or more (not exceeding 12 metric number)"
53,5306101000-10-00,"Measuring 833,3 decitex or more (not exceeding 12 metric number)"
53,5306103000-30-00,"Measuring less than 833,3 decitex but not less than 277,8 decitex (exceeding 12 metric number but not exceeding 36 metric number)"
53,5306105000-50-00,"Measuring less than 277,8 decitex (exceeding 36 metric number)"
53,5306109000-90-00,Put up for retail sale
53,530620**00-**-00,Not put up for retail sale
53,5306201000-10-00,Not put up for retail sale
53,5306209000-90-00,Put up for retail sale
53,5307100000-00-00,Single
53,5307200000-00-00,Multiple (folded) or cabled
53,5308100000-00-00,Coir yarn
53,530820**00-**-00,Not put up for retail sale
53,5308201000-10-00,Not put up for retail sale
53,5308209000-90-00,Put up for retail sale
53,530890**00-**-00,"Measuring 277,8 decitex or more (not exceeding 36 metric number)"
53,5308901*00-1*-00,"Measuring 277,8 decitex or more (not exceeding 36 metric number)"
53,5308901200-12-00,"Measuring 277,8 decitex or more (not exceeding 36 metric number)"
53,5308901900-19-00,"Measuring less than 277,8 decitex (exceeding 36 metric number)"
53,5308905000-50-00,Paper yarn
53,5308909000-90-00,Other
53,530911**00-**-00,Unbleached
53,5309111000-10-00,Unbleached
53,5309119000-90-00,Bleached
53,5309190000-00-00,Other
53,5309210000-00-00,Unbleached or bleached
53,5309290000-00-00,Other
53,531010**00-**-00,Of a width not exceeding 150 cm
53,5310101000-10-00,Of a width not exceeding 150 cm
53,5310109000-90-00,Of a width exceeding 150 cm
53,5310900000-00-00,Other
