chapter,code,description
82,8202910000-00-00,"Straight saw blades, for working metal"
82,820299**00-**-00,For working metal
82,8202992000-20-00,For working metal
82,8202998000-80-00,For working other materials
82,8203100000-00-00,"Files, rasps and similar tools"
82,8203200000-00-00,"Pliers (including cutting pliers), pincers, tweezers and similar tools"
82,8203300000-00-00,Metal-cutting shears and similar tools
82,8203400000-00-00,"Pipe-cutters, bolt croppers, perforating punches and similar tools"
82,8204110000-00-00,Non-adjustable
82,8204120000-00-00,Adjustable
82,8204200000-00-00,"Interchangeable spanner sockets, with or without handles"
82,8205100000-00-00,"Drilling, threading or tapping tools"
82,8205200000-00-00,Hammers and sledge hammers
82,8205300000-00-00,"Planes, chisels, gouges and similar cutting tools for working wood"
82,8205400000-00-00,Screwdrivers
82,8205510000-00-00,Household tools
82,820559**00-**-00,"Tools for masons, moulders, cement workers, plasterers and painters"
82,8205591000-10-00,"Tools for masons, moulders, cement workers, plasterers and painters"
82,8205598000-80-00,Other
82,8205600000-00-00,Blowlamps
82,8205700000-00-00,"Vices, clamps and the like"
82,820590**00-**-00,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks
82,8205901000-10-00,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks
82,8205909000-90-00,Sets of articles of two or more subheadings of this heading
82,8206000000-00-00,"Tools of two or more of headings 8202 to 8205, put up in sets for retail sale"
82,8207130000-00-00,With working part of cermets
82,820719**00-**-00,With working part of diamond or agglomerated diamond
82,8207191000-10-00,With working part of diamond or agglomerated diamond
82,8207199000-90-00,Other
82,820720**00-**-00,With working part of diamond or agglomerated diamond
82,8207201000-10-00,With working part of diamond or agglomerated diamond
82,8207209000-90-00,With working part of other materials
82,820730**00-**-00,For working metal
82,8207301000-10-00,For working metal
82,8207309000-90-00,Other
82,820740**00-**-00,Tools for tapping
82,8207401000-10-00,Tools for tapping
82,8207403000-30-00,Tools for threading
82,8207409000-90-00,Other
82,820750**00-**-00,With working part of diamond or agglomerated diamond
82,8207501000-10-00,With working part of diamond or agglomerated diamond
82,8207503000-30-00,Masonry drills
82,8207505000-50-00,Of cermets
82,8207506000-60-00,Of high speed steel
82,8207507000-70-00,Of other materials
82,8207509000-90-00,Other
82,820760**00-**-00,With working part of diamond or agglomerated diamond
82,8207601000-10-00,With working part of diamond or agglomerated diamond
82,8207603000-30-00,For working metal
82,8207605000-50-00,Other
82,8207607000-70-00,For working metal
82,8207609000-90-00,Other
82,820770**00-**-00,Of cermets
82,8207701000-10-00,Of cermets
82,8207703*00-3*-00,Shank type
82,8207703100-31-00,Shank type
82,8207703700-37-00,Other
82,8207709000-90-00,Other
82,820780**00-**-00,Of cermets
82,8207801*00-1*-00,Of cermets
82,8207801100-11-00,Of cermets
82,8207801900-19-00,Of other materials
82,8207809000-90-00,Other
82,820790**00-**-00,With working part of diamond or agglomerated diamond
82,8207901000-10-00,With working part of diamond or agglomerated diamond
82,8207903000-30-00,Screwdriver bits
82,8207905000-50-00,Gear-cutting tools
82,8207907*00-7*-00,For working metal
82,8207907100-71-00,For working metal
82,8207907800-78-00,Other
82,8207909*00-9*-00,For working metal
82,8207909100-91-00,For working metal
82,8207909900-99-00,Other
82,8208100000-00-00,For metalworking
82,8208200000-00-00,For woodworking
82,8208300000-00-00,For kitchen appliances or for machines used by the food industry
82,8208400000-00-00,"For agricultural, horticultural or forestry machines"
82,8208900000-00-00,Other
82,820900**00-**-00,Indexable inserts
82,8209002000-20-00,Indexable inserts
82,8209008000-80-00,Other
82,8210000000-00-00,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink"
82,8211100000-00-00,Sets of assorted articles
82,8211910000-00-00,Table knives having fixed blades
82,8211920000-00-00,Other knives having fixed blades
82,8211930000-00-00,Knives having other than fixed blades
82,8211940000-00-00,Blades
82,8211950000-00-00,Handles of base metal
82,821210**00-**-00,Safety razors with non-replaceable blades
82,8212101000-10-00,Safety razors with non-replaceable blades
82,8212109000-90-00,Other
82,8212200000-00-00,"Safety razor blades, including razor blade blanks in strips"
82,8212900000-00-00,Other parts
82,8213000000-00-00,"Scissors, tailors' shears and similar shears, and blades therefor"
82,8214100000-00-00,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor"
82,8214200000-00-00,Manicure or pedicure sets and instruments (including nail files)
82,8214900000-00-00,Other
82,821510**00-**-00,Containing only articles plated with precious metal
82,8215102000-20-00,Containing only articles plated with precious metal
82,8215103000-30-00,Of stainless steel
82,8215108000-80-00,Other
82,821520**00-**-00,Of stainless steel
82,8215201000-10-00,Of stainless steel
82,8215209000-90-00,Other
82,8215910000-00-00,Plated with precious metal
82,821599**00-**-00,Of stainless steel
82,8215991000-10-00,Of stainless steel
82,8215999000-90-00,Other
83,8301100000-00-00,Padlocks
83,8301200000-00-00,Locks of a kind used for motor vehicles
83,8301300000-00-00,Locks of a kind used for furniture
83,830140**00-**-00,Cylinder
83,8301401*00-1*-00,Cylinder
83,8301401100-11-00,Cylinder
83,8301401900-19-00,Other
83,8301409000-90-00,Other locks
83,8301500000-00-00,"Clasps and frames with clasps, incorporating locks"
83,8301600000-00-00,Parts
83,8301700000-00-00,Keys presented separately
83,8302100000-00-00,Hinges
83,8302200000-00-00,Castors
83,8302300000-00-00,"Other mountings, fittings and similar articles suitable for motor vehicles"
83,830241**00-**-00,For doors
83,8302411000-10-00,For doors
83,8302415000-50-00,For windows and French windows
83,8302419000-90-00,Other
83,8302420000-00-00,"Other, suitable for furniture"
83,8302490000-00-00,Other
83,8302500000-00-00,"Hat-racks, hat-pegs, brackets and similar fixtures"
83,8302600000-00-00,Automatic door closers
83,830300**00-**-00,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms"
83,8303004000-40-00,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms"
83,8303009000-90-00,Cash or deed boxes and the like
83,8304000000-00-00,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 9403"
83,8305100000-00-00,Fittings for loose-leaf binders or files
83,8305200000-00-00,Staples in strips
83,8305900000-00-00,"Other, including parts"
83,8306100000-00-00,"Bells, gongs and the like"
83,8306210000-00-00,Plated with precious metal
83,8306290000-00-00,Other
83,8306300000-00-00,"Photograph, picture or similar frames; mirrors"
83,8307100000-00-00,Of iron or steel
83,8307900000-00-00,Of other base metal
83,8308100000-00-00,"Hooks, eyes and eyelets"
83,8308200000-00-00,Tubular or bifurcated rivets
83,8308900000-00-00,"Other, including parts"
83,8309100000-00-00,Crown corks
83,830990**00-**-00,Capsules of lead; capsules of aluminium of a diameter exceeding 21 mm
83,8309901000-10-00,Capsules of lead; capsules of aluminium of a diameter exceeding 21 mm
83,8309909000-90-00,Other
83,8310000000-00-00,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 9405"
83,8311100000-00-00,"Coated electrodes of base metal, for electric arc-welding"
83,8311200000-00-00,"Cored wire of base metal, for electric arc-welding"
83,8311300000-00-00,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame"
83,8311900000-00-00,Other
84,8401100000-00-00,Nuclear reactors (Euratom)
84,8401200000-00-00,"Machinery and apparatus for isotopic separation, and parts thereof (Euratom)"
84,8401300000-00-00,"Fuel elements (cartridges), non-irradiated (Euratom)"
84,8401400000-00-00,Parts of nuclear reactors (Euratom)
84,8402110000-00-00,Watertube boilers with a steam production exceeding 45 tonnes per hour
84,8402120000-00-00,Watertube boilers with a steam production not exceeding 45 tonnes per hour
84,840219**00-**-00,Firetube boilers
84,8402191000-10-00,Firetube boilers
84,8402199000-90-00,Other
84,8402200000-00-00,Superheated water boilers
84,8402900000-00-00,Parts
84,840310**00-**-00,Of cast iron
84,8403101000-10-00,Of cast iron
84,8403109000-90-00,Other
84,840390**00-**-00,Of cast iron
84,8403901000-10-00,Of cast iron
84,8403909000-90-00,Other
84,8404100000-00-00,Auxiliary plant for use with boilers of heading 8402 or 8403
84,8404200000-00-00,Condensers for steam or other vapour power units
84,8404900000-00-00,Parts
84,8405100000-00-00,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers"
84,8405900000-00-00,Parts
84,8406100000-00-00,Turbines for marine propulsion
84,8406810000-00-00,Of an output exceeding 40 MW
84,8406820000-00-00,Of an output not exceeding 40 MW
84,840690**00-**-00,"Stator blades, rotors and their blades"
84,8406901000-10-00,"Stator blades, rotors and their blades"
84,8406909000-90-00,Other
84,8407100000-00-00,Aircraft engines
84,840721**00-**-00,Of a cylinder capacity not exceeding 325 cm3
84,8407211000-10-00,Of a cylinder capacity not exceeding 325 cm3
84,8407219*00-9*-00,Of a power not exceeding 30 kW
84,8407219100-91-00,Of a power not exceeding 30 kW
84,8407219900-99-00,Of a power exceeding 30 kW
84,8407290000-00-00,Other
84,8407310000-00-00,Of a cylinder capacity not exceeding 50 cm3
84,840732**00-**-00,Of a cylinder capacity exceeding 50 cm3 but not exceeding 125 cm3
84,8407321000-10-00,Of a cylinder capacity exceeding 50 cm3 but not exceeding 125 cm3
84,8407329000-90-00,Of a cylinder capacity exceeding 125 cm3 but not exceeding 250 cm3
84,840733**00-**-00,Of a cylinder capacity exceeding 250 cm3 but not exceeding 500 cm3
84,8407332000-20-00,Of a cylinder capacity exceeding 250 cm3 but not exceeding 500 cm3
84,8407338000-80-00,Of a cylinder capacity exceeding 500 cm3 but not exceeding 1000 cm3
84,840734**00-**-00,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2800 cm3; motor vehicles of heading 8705
84,8407341000-10-00,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2800 cm3; motor vehicles of heading 8705
84,8407343000-30-00,Used
84,8407349*00-9*-00,Not exceeding 1500 cm3
84,8407349100-91-00,Not exceeding 1500 cm3
84,8407349900-99-00,Exceeding 1500 cm3
84,840790**00-**-00,Of a cylinder capacity not exceeding 250 cm3
84,8407901000-10-00,Of a cylinder capacity not exceeding 250 cm3
84,8407905000-50-00,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2800 cm3; motor vehicles of heading 8705
84,8407908000-80-00,Of a power not exceeding 10 kW
84,8407909000-90-00,Of a power exceeding 10 kW
84,840810**00-**-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408101*00-1*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408101100-11-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408101900-19-00,Other
84,8408102*00-2*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408102300-23-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408102700-27-00,Other
84,8408103*00-3*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408103100-31-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408103900-39-00,Other
84,8408104*00-4*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408104100-41-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408104900-49-00,Other
84,8408105*00-5*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408105100-51-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408105900-59-00,Other
84,8408106*00-6*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408106100-61-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408106900-69-00,Other
84,8408107*00-7*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408107100-71-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408107900-79-00,Other
84,8408108*00-8*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408108100-81-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408108900-89-00,Other
84,8408109*00-9*-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408109100-91-00,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000"
84,8408109900-99-00,Other
84,840820**00-**-00,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2500 cm3; motor vehicles of heading 8705
84,8408201000-10-00,For the industrial assembly of: pedestrian-controlled tractors of subheading 870110; motor vehicles of heading 8703; motor vehicles of heading 8704 with an engine of a cylinder capacity of less than 2500 cm3; motor vehicles of heading 8705
84,8408203*00-3*-00,Not exceeding 50 kW
84,8408203100-31-00,Not exceeding 50 kW
84,8408203500-35-00,Exceeding 50 kW but not exceeding 100 kW
84,8408203700-37-00,Exceeding 100 kW
84,8408205*00-5*-00,Not exceeding 50 kW
84,8408205100-51-00,Not exceeding 50 kW
84,8408205500-55-00,Exceeding 50 kW but not exceeding 100 kW
84,8408205700-57-00,Exceeding 100 kW but not exceeding 200 kW
84,8408209*00-9*-00,Exceeding 200 kW
84,8408209900-99-00,Exceeding 200 kW
